mass_A
t	x	y
0.000000000E0	1.158559310E-1	3.226618291E-1
1.000000000E-2	1.235831370E-1	3.092944007E-1
2.000000000E-2	1.320647282E-1	2.953464509E-1
3.000000000E-2	1.409007839E-1	2.820957516E-1
4.000000000E-2	1.501143564E-1	2.676359119E-1
5.000000000E-2	1.597977640E-1	2.528663394E-1
6.000000000E-2	1.697840085E-1	2.376929377E-1
7.000000000E-2	1.806006754E-1	2.225342387E-1
8.000000000E-2	1.920603840E-1	2.066094737E-1
9.000000000E-2	2.041102875E-1	1.907341928E-1
1.000000000E-1	2.168126221E-1	1.748548372E-1
1.100000000E-1	2.301323018E-1	1.586498663E-1
1.200000000E-1	2.441761610E-1	1.424649732E-1
1.300000000E-1	2.590699093E-1	1.260381113E-1
1.400000000E-1	2.750723632E-1	1.096595397E-1
1.500000000E-1	2.918705376E-1	9.379683396E-2
1.600000000E-1	3.093365748E-1	7.769813465E-2
1.700000000E-1	3.275735727E-1	6.179939975E-2
1.800000000E-1	3.469522884E-1	4.621444028E-2
1.900000000E-1	3.672760967E-1	3.101345542E-2
2.000000000E-1	3.882536769E-1	1.657377544E-2
2.100000000E-1	4.101749552E-1	2.037008580E-3
2.200000000E-1	4.328857900E-1	-1.153805206E-2
2.300000000E-1	4.565972656E-1	-2.423240133E-2
2.400000000E-1	4.805482691E-1	-3.673134673E-2
2.500000000E-1	5.060121012E-1	-4.699403430E-2
2.600000000E-1	5.318675871E-1	-5.683797528E-2
2.700000000E-1	5.570150696E-1	-6.464977621E-2
2.800000000E-1	5.850291154E-1	-7.247758684E-2
2.900000000E-1	6.132300824E-1	-7.673017298E-2
3.000000000E-1	6.412582777E-1	-7.997726596E-2
3.100000000E-1	6.695834322E-1	-8.200184349E-2
3.200000000E-1	6.976051072E-1	-8.199426678E-2
3.300000000E-1	7.257846864E-1	-8.092524949E-2
3.400000000E-1	7.542145875E-1	-7.764398351E-2
3.500000000E-1	7.817545231E-1	-7.521764643E-2
3.600000000E-1	8.094740654E-1	-7.185045644E-2
3.700000000E-1	8.364143094E-1	-6.615306369E-2
3.800000000E-1	8.636305291E-1	-6.072795795E-2
3.900000000E-1	8.901926886E-1	-5.427990059E-2
4.000000000E-1	9.163054401E-1	-4.849295570E-2
4.100000000E-1	9.423008866E-1	-4.089260737E-2
4.200000000E-1	9.683045069E-1	-3.357118576E-2
4.300000000E-1	9.939495943E-1	-2.602205165E-2
4.400000000E-1	1.019240557E0	-1.865900749E-2
4.500000000E-1	1.044080437E0	-1.141397852E-2
4.600000000E-1	1.068082082E0	-3.626957440E-3
4.700000000E-1	1.092765243E0	3.655888107E-3
4.800000000E-1	1.117105033E0	1.287560079E-2
4.900000000E-1	1.141792128E0	2.023329694E-2
5.000000000E-1	1.165838843E0	2.913229180E-2
5.100000000E-1	1.188914250E0	3.801580129E-2
5.200000000E-1	1.212280690E0	4.689216084E-2
5.300000000E-1	1.235256542E0	5.460713801E-2
