mass_A
t	x	y
1.000000000E-2	8.801083301E-2	3.675549462E-1
2.000000000E-2	9.473468208E-2	3.563041079E-1
3.000000000E-2	1.016427221E-1	3.448456018E-1
4.000000000E-2	1.087180887E-1	3.325078165E-1
5.000000000E-2	1.162995302E-1	3.198053095E-1
6.000000000E-2	1.243017201E-1	3.062817357E-1
7.000000000E-2	1.331027697E-1	2.924730941E-1
8.000000000E-2	1.424553100E-1	2.793956046E-1
9.000000000E-2	1.517281654E-1	2.645355937E-1
1.000000000E-1	1.617251919E-1	2.494014752E-1
1.100000000E-1	1.720819414E-1	2.344423961E-1
1.200000000E-1	1.832150433E-1	2.192493598E-1
1.300000000E-1	1.950132959E-1	2.031981676E-1
1.400000000E-1	2.071903454E-1	1.876045705E-1
1.500000000E-1	2.199501305E-1	1.719135146E-1
1.600000000E-1	2.334176845E-1	1.554947410E-1
1.700000000E-1	2.479288548E-1	1.391806723E-1
1.800000000E-1	2.629621467E-1	1.229332613E-1
1.900000000E-1	2.789685558E-1	1.067745327E-1
2.000000000E-1	2.958338797E-1	9.102822227E-2
2.100000000E-1	3.133620318E-1	7.527832230E-2
2.200000000E-1	3.314554394E-1	5.951671900E-2
2.300000000E-1	3.506294302E-1	4.440289621E-2
2.400000000E-1	3.711861833E-1	2.923461739E-2
2.500000000E-1	3.925258644E-1	1.398813550E-2
2.600000000E-1	4.138178225E-1	5.090723931E-4
2.700000000E-1	4.367114442E-1	-1.298789373E-2
2.800000000E-1	4.601871985E-1	-2.560324800E-2
2.900000000E-1	4.840510189E-1	-3.743436965E-2
3.000000000E-1	5.094926514E-1	-4.791615759E-2
3.100000000E-1	5.352297144E-1	-5.763073940E-2
3.200000000E-1	5.596333233E-1	-6.468183856E-2
3.300000000E-1	5.881574605E-1	-7.243193810E-2
3.400000000E-1	6.160176848E-1	-7.698076601E-2
3.500000000E-1	6.438627198E-1	-8.017966934E-2
3.600000000E-1	6.721129193E-1	-8.189501807E-2
3.700000000E-1	7.001100545E-1	-8.168767660E-2
3.800000000E-1	7.279102801E-1	-8.043160183E-2
3.900000000E-1	7.562516338E-1	-7.763159675E-2
4.000000000E-1	7.835501099E-1	-7.483606474E-2
4.100000000E-1	8.108993135E-1	-7.104633176E-2
4.200000000E-1	8.374898822E-1	-6.570972584E-2
4.300000000E-1	8.647629405E-1	-6.023558053E-2
4.400000000E-1	8.912619356E-1	-5.412769820E-2
4.500000000E-1	9.175493185E-1	-4.752774172E-2
4.600000000E-1	9.434554366E-1	-4.037933651E-2
4.700000000E-1	9.693666647E-1	-3.335335517E-2
4.800000000E-1	9.955974530E-1	-2.584714111E-2
4.900000000E-1	1.020925246E0	-1.861307186E-2
5.000000000E-1	1.046356946E0	-1.125285478E-2
5.100000000E-1	1.070065573E0	-3.736275062E-3
5.200000000E-1	1.094695726E0	3.859082524E-3
5.300000000E-1	1.119687798E0	1.335394077E-2
5.400000000E-1	1.144158079E0	2.054986412E-2
5.500000000E-1	1.167986583E0	2.953349373E-2
5.600000000E-1	1.191314106E0	3.823243692E-2
5.700000000E-1	1.214423486E0	4.698259567E-2
5.800000000E-1	1.237514163E0	5.502256371E-2
5.900000000E-1	1.260610573E0	6.371484715E-2
6.000000000E-1	1.283230800E0	7.320701588E-2
6.100000000E-1	1.270171915E0	1.007183651E-1
