mass_A
t	x	y
0.000000000E0	9.653484260E-2	3.573261347E-1
1.000000000E-2	1.036599128E-1	3.458571834E-1
2.000000000E-2	1.111485034E-1	3.335264227E-1
3.000000000E-2	1.187644659E-1	3.207504001E-1
4.000000000E-2	1.270568133E-1	3.075122531E-1
5.000000000E-2	1.360208688E-1	2.935668012E-1
6.000000000E-2	1.453413483E-1	2.802689774E-1
7.000000000E-2	1.541993542E-1	2.656593175E-1
8.000000000E-2	1.636571477E-1	2.511337270E-1
9.000000000E-2	1.736922060E-1	2.365618263E-1
1.000000000E-1	1.842984594E-1	2.211782335E-1
1.100000000E-1	1.958764387E-1	2.052315539E-1
1.200000000E-1	2.077340800E-1	1.894324166E-1
1.300000000E-1	2.201362780E-1	1.738923853E-1
1.400000000E-1	2.332276435E-1	1.577551545E-1
1.500000000E-1	2.472546770E-1	1.413545460E-1
1.600000000E-1	2.621170414E-1	1.251988282E-1
1.700000000E-1	2.781909842E-1	1.088322751E-1
1.800000000E-1	2.946836423E-1	9.279078822E-2
1.900000000E-1	3.121141750E-1	7.690004913E-2
2.000000000E-1	3.302596660E-1	6.097231650E-2
2.100000000E-1	3.491940935E-1	4.582606111E-2
2.200000000E-1	3.695817759E-1	3.044046460E-2
2.300000000E-1	3.907739240E-1	1.544349378E-2
2.400000000E-1	4.121223661E-1	1.358279883E-3
2.500000000E-1	4.348012133E-1	-1.209401559E-2
2.600000000E-1	4.582436265E-1	-2.481962467E-2
2.700000000E-1	4.824599988E-1	-3.700024366E-2
2.800000000E-1	5.076910701E-1	-4.758156745E-2
2.900000000E-1	5.336399836E-1	-5.743079183E-2
3.000000000E-1	5.588097519E-1	-6.520813481E-2
3.100000000E-1	5.870882685E-1	-7.265053275E-2
3.200000000E-1	6.148602703E-1	-7.728149419E-2
3.300000000E-1	6.430537977E-1	-8.080677092E-2
3.400000000E-1	6.713456642E-1	-8.239355126E-2
3.500000000E-1	6.997435835E-1	-8.257852662E-2
3.600000000E-1	7.276159707E-1	-8.141956695E-2
3.700000000E-1	7.566457543E-1	-7.822951258E-2
3.800000000E-1	7.835739404E-1	-7.560814965E-2
3.900000000E-1	8.114030650E-1	-7.185101663E-2
4.000000000E-1	8.388219848E-1	-6.659963832E-2
4.100000000E-1	8.656168424E-1	-6.112620303E-2
4.200000000E-1	8.922913255E-1	-5.507170094E-2
4.300000000E-1	9.181811349E-1	-4.854310622E-2
4.400000000E-1	9.447276291E-1	-4.152482296E-2
4.500000000E-1	9.714345013E-1	-3.402024739E-2
4.600000000E-1	9.971872710E-1	-2.671239800E-2
4.700000000E-1	1.022645917E0	-1.905398862E-2
4.800000000E-1	1.046772900E0	-1.176310601E-2
4.900000000E-1	1.070810056E0	-4.207927741E-3
5.000000000E-1	1.094809496E0	3.346614540E-3
5.100000000E-1	1.119055093E0	1.288455042E-2
5.200000000E-1	1.142991097E0	1.987149440E-2
5.300000000E-1	1.167143970E0	2.907791017E-2
