mass_A
t	x	y
0,000000000E0	6,471187347E-2	4,087543259E-1
1,000000000E-2	6,948371500E-2	4,000115927E-1
2,000000000E-2	7,490816758E-2	3,913336367E-1
3,000000000E-2	8,047269199E-2	3,818728801E-1
4,000000000E-2	8,618153309E-2	3,717759619E-1
5,000000000E-2	9,220731174E-2	3,610772316E-1
6,000000000E-2	9,869288770E-2	3,501927710E-1
7,000000000E-2	1,054294168E-1	3,385192772E-1
8,000000000E-2	1,123583080E-1	3,267511637E-1
9,000000000E-2	1,199725445E-1	3,144364358E-1
1,000000000E-1	1,279227965E-1	3,010072892E-1
1,100000000E-1	1,363446886E-1	2,874370193E-1
1,200000000E-1	1,450996765E-1	2,743308348E-1
1,300000000E-1	1,542562891E-1	2,600019191E-1
1,400000000E-1	1,638714235E-1	2,453218987E-1
1,500000000E-1	1,738262575E-1	2,302813219E-1
1,600000000E-1	1,847055491E-1	2,154942304E-1
1,700000000E-1	1,964119565E-1	1,996036216E-1
1,800000000E-1	2,083534028E-1	1,846554251E-1
1,900000000E-1	2,206979546E-1	1,689454525E-1
2,000000000E-1	2,341112255E-1	1,529271700E-1
2,100000000E-1	2,486955203E-1	1,367517585E-1
2,200000000E-1	2,638359439E-1	1,206756668E-1
2,300000000E-1	2,799711597E-1	1,045641319E-1
2,400000000E-1	2,966973494E-1	8,842963542E-2
2,500000000E-1	3,147176187E-1	7,239496431E-2
2,600000000E-1	3,327783704E-1	5,732363343E-2
2,700000000E-1	3,520756497E-1	4,230964733E-2
2,800000000E-1	3,726580993E-1	2,745933021E-2
2,900000000E-1	3,939618013E-1	1,255112133E-2
3,000000000E-1	4,153269045E-1	-1,079127613E-3
3,100000000E-1	4,377125788E-1	-1,435520760E-2
3,200000000E-1	4,612958360E-1	-2,692775457E-2
3,300000000E-1	4,851739405E-1	-3,839245845E-2
3,400000000E-1	5,100732289E-1	-4,846736779E-2
3,500000000E-1	5,352601650E-1	-5,806636260E-2
3,600000000E-1	5,594227110E-1	-6,509432169E-2
3,700000000E-1	5,876249185E-1	-7,291844436E-2
3,800000000E-1	6,152841468E-1	-7,747784790E-2
3,900000000E-1	6,428674729E-1	-8,082555981E-2
4,000000000E-1	6,710001006E-1	-8,264021589E-2
4,100000000E-1	6,988238250E-1	-8,285272595E-2
4,200000000E-1	7,264628978E-1	-8,196142854E-2
4,300000000E-1	7,553283851E-1	-7,885001335E-2
4,400000000E-1	7,821509466E-1	-7,656143727E-2
4,500000000E-1	8,097656295E-1	-7,296221510E-2
4,600000000E-1	8,369274468E-1	-6,797458371E-2
4,700000000E-1	8,638636417E-1	-6,245613231E-2
4,800000000E-1	8,908800409E-1	-5,638518402E-2
4,900000000E-1	9,164110662E-1	-5,008996844E-2
5,000000000E-1	9,422152381E-1	-4,293746056E-2
5,100000000E-1	9,670732332E-1	-3,628606001E-2
5,200000000E-1	9,916561296E-1	-2,955284633E-2
5,300000000E-1	1,016560745E0	-2,199672242E-2
5,400000000E-1	1,041157070E0	-1,480287011E-2
5,500000000E-1	1,065237312E0	-7,431372351E-3
5,600000000E-1	1,089455267E0	5,815109820E-4
5,700000000E-1	1,112509562E0	9,588969195E-3
5,800000000E-1	1,137123220E0	1,644273633E-2
5,900000000E-1	1,160621006E0	2,501256481E-2
6,000000000E-1	1,183260868E0	3,334139088E-2
6,100000000E-1	1,205554666E0	4,170526667E-2
6,200000000E-1	1,227647275E0	5,023193425E-2
