mass_A
t	x	y
0.000000000E0	5.988160137E-2	4.164259345E-1
1.000000000E-2	6.485549765E-2	4.077110876E-1
2.000000000E-2	7.013641171E-2	3.986007055E-1
3.000000000E-2	7.575803179E-2	3.891703496E-1
4.000000000E-2	8.143957121E-2	3.790279560E-1
5.000000000E-2	8.762066453E-2	3.684526381E-1
6.000000000E-2	9.396183034E-2	3.573394707E-1
7.000000000E-2	1.008212196E-1	3.460179701E-1
8.000000000E-2	1.082136439E-1	3.344335744E-1
9.000000000E-2	1.157729813E-1	3.218302513E-1
1.000000000E-1	1.235751513E-1	3.085510383E-1
1.100000000E-1	1.322224996E-1	2.944618486E-1
1.200000000E-1	1.412892813E-1	2.813275828E-1
1.300000000E-1	1.504132448E-1	2.669007835E-1
1.400000000E-1	1.605044068E-1	2.518835009E-1
1.500000000E-1	1.709532081E-1	2.366181359E-1
1.600000000E-1	1.815241260E-1	2.212088016E-1
1.700000000E-1	1.930521209E-1	2.053160326E-1
1.800000000E-1	2.051701712E-1	1.893157211E-1
1.900000000E-1	2.178673960E-1	1.735256284E-1
2.000000000E-1	2.312788522E-1	1.574062035E-1
2.100000000E-1	2.456481103E-1	1.408908625E-1
2.200000000E-1	2.602990990E-1	1.246977609E-1
2.300000000E-1	2.761313574E-1	1.083597808E-1
2.400000000E-1	2.929505529E-1	9.234253870E-2
2.500000000E-1	3.103664336E-1	7.646215012E-2
2.600000000E-1	3.285485190E-1	6.065390853E-2
2.700000000E-1	3.476768405E-1	4.519903103E-2
2.800000000E-1	3.678490984E-1	3.003034545E-2
2.900000000E-1	3.889382877E-1	1.513647541E-2
3.000000000E-1	4.105775843E-1	1.144583065E-3
3.100000000E-1	4.331893429E-1	-1.273348544E-2
3.200000000E-1	4.565953680E-1	-2.548218825E-2
3.300000000E-1	4.806021236E-1	-3.779321590E-2
3.400000000E-1	5.059899862E-1	-4.835538496E-2
3.500000000E-1	5.320851401E-1	-5.829108960E-2
3.600000000E-1	5.571204794E-1	-6.631492743E-2
3.700000000E-1	5.850993840E-1	-7.396629240E-2
3.800000000E-1	6.134718745E-1	-7.830912880E-2
3.900000000E-1	6.414454419E-1	-8.172956191E-2
4.000000000E-1	6.698139827E-1	-8.362567791E-2
4.100000000E-1	6.980604636E-1	-8.387799711E-2
4.200000000E-1	7.261906737E-1	-8.268918298E-2
4.300000000E-1	7.553195889E-1	-7.918604419E-2
4.400000000E-1	7.823080685E-1	-7.707327442E-2
4.500000000E-1	8.109553144E-1	-7.341083474E-2
4.600000000E-1	8.377540129E-1	-6.831057562E-2
4.700000000E-1	8.646187547E-1	-6.268915590E-2
4.800000000E-1	8.916809802E-1	-5.669531616E-2
4.900000000E-1	9.177382166E-1	-5.048329405E-2
5.000000000E-1	9.443661688E-1	-4.328751861E-2
5.100000000E-1	9.704444591E-1	-3.609841601E-2
5.200000000E-1	9.963184559E-1	-2.858110573E-2
5.300000000E-1	1.021752306E0	-2.122890647E-2
5.400000000E-1	1.047194376E0	-1.335633167E-2
5.500000000E-1	1.071418211E0	-5.636793320E-3
5.600000000E-1	1.095548474E0	2.275194147E-3
5.700000000E-1	1.120798253E0	1.179940646E-2
5.800000000E-1	1.144569152E0	1.878801674E-2
5.900000000E-1	1.168703012E0	2.760927894E-2
6.000000000E-1	1.192225934E0	3.603750006E-2
6.100000000E-1	1.215096247E0	4.504574289E-2
6.200000000E-1	1.237603444E0	5.346448917E-2
