mass_A
t	x	y
0,000000000E0	9,369350607E-2	3,615881395E-1
1,000000000E-2	1,004305457E-1	3,503461058E-1
2,000000000E-2	1,073830632E-1	3,387672853E-1
3,000000000E-2	1,144840945E-1	3,263761928E-1
4,000000000E-2	1,221616656E-1	3,135794800E-1
5,000000000E-2	1,302618822E-1	2,998462610E-1
6,000000000E-2	1,389614955E-1	2,865715358E-1
7,000000000E-2	1,482160979E-1	2,730640653E-1
8,000000000E-2	1,573244345E-1	2,580096705E-1
9,000000000E-2	1,672877613E-1	2,431220173E-1
1,000000000E-1	1,777720876E-1	2,282535082E-1
1,100000000E-1	1,890509530E-1	2,126002459E-1
1,200000000E-1	2,007914785E-1	1,964805179E-1
1,300000000E-1	2,131011309E-1	1,809844277E-1
1,400000000E-1	2,257139397E-1	1,650604591E-1
1,500000000E-1	2,393274572E-1	1,485302951E-1
1,600000000E-1	2,538923870E-1	1,324920825E-1
1,700000000E-1	2,692684643E-1	1,159072339E-1
1,800000000E-1	2,855072666E-1	9,982371312E-2
1,900000000E-1	3,026686708E-1	8,412543893E-2
2,000000000E-1	3,206441204E-1	6,873363729E-2
2,100000000E-1	3,393677731E-1	5,253396014E-2
2,200000000E-1	3,588061855E-1	3,736411374E-2
2,300000000E-1	3,797246653E-1	2,250462563E-2
2,400000000E-1	4,000328207E-1	8,377602745E-3
2,500000000E-1	4,230720937E-1	-5,728941215E-3
2,600000000E-1	4,461595233E-1	-1,874602653E-2
2,700000000E-1	4,704546927E-1	-3,113494833E-2
2,800000000E-1	4,949110394E-1	-4,237268896E-2
2,900000000E-1	5,202680366E-1	-5,229820087E-2
3,000000000E-1	5,470600169E-1	-6,189362294E-2
3,100000000E-1	5,743022888E-1	-6,914308679E-2
3,200000000E-1	6,012938560E-1	-7,467525792E-2
3,300000000E-1	6,289340778E-1	-7,871097853E-2
3,400000000E-1	6,572492718E-1	-8,141434320E-2
3,500000000E-1	6,853372113E-1	-8,221984790E-2
3,600000000E-1	7,135216720E-1	-8,161266630E-2
3,700000000E-1	7,412057394E-1	-7,842009497E-2
3,800000000E-1	7,692113784E-1	-7,669163681E-2
3,900000000E-1	7,968332782E-1	-7,355256303E-2
4,000000000E-1	8,245963955E-1	-6,880076815E-2
4,100000000E-1	8,511469711E-1	-6,330229848E-2
4,200000000E-1	8,778187466E-1	-5,767827636E-2
4,300000000E-1	9,041592881E-1	-5,103554233E-2
4,400000000E-1	9,306849344E-1	-4,289447082E-2
4,500000000E-1	9,562851771E-1	-3,688488395E-2
4,600000000E-1	9,815245354E-1	-2,981791791E-2
4,700000000E-1	1,006655279E0	-2,264617454E-2
4,800000000E-1	1,031458298E0	-1,541947810E-2
4,900000000E-1	1,056590416E0	-7,866355309E-3
5,000000000E-1	1,081347640E0	2,005795828E-4
5,100000000E-1	1,106317356E0	8,385011012E-3
5,200000000E-1	1,129778830E0	1,613611099E-2
5,300000000E-1	1,153912027E0	2,415055277E-2
