mass_A
t	x	y
0,000000000E0	6,215467059E-2	4,138687317E-1
1,000000000E-2	6,775880723E-2	4,054243206E-1
2,000000000E-2	7,328072064E-2	3,965731931E-1
3,000000000E-2	7,863285042E-2	3,867358939E-1
4,000000000E-2	8,422941769E-2	3,765554549E-1
5,000000000E-2	9,047194661E-2	3,661798058E-1
6,000000000E-2	9,695868451E-2	3,550918124E-1
7,000000000E-2	1,040130894E-1	3,434451973E-1
8,000000000E-2	1,109285300E-1	3,313158528E-1
9,000000000E-2	1,184742667E-1	3,189518931E-1
1,000000000E-1	1,267623712E-1	3,057863475E-1
1,100000000E-1	1,352880954E-1	2,917138836E-1
1,200000000E-1	1,438772738E-1	2,786180473E-1
1,300000000E-1	1,529790856E-1	2,641192276E-1
1,400000000E-1	1,627488804E-1	2,495816342E-1
1,500000000E-1	1,732903806E-1	2,343936442E-1
1,600000000E-1	1,840576040E-1	2,191397654E-1
1,700000000E-1	1,955203926E-1	2,032530020E-1
1,800000000E-1	2,076297779E-1	1,876255769E-1
1,900000000E-1	2,203885140E-1	1,717683729E-1
2,000000000E-1	2,337504456E-1	1,553014329E-1
2,100000000E-1	2,482800754E-1	1,389670362E-1
2,200000000E-1	2,634782420E-1	1,227582151E-1
2,300000000E-1	2,795621409E-1	1,064690193E-1
2,400000000E-1	2,961500895E-1	9,044180198E-2
2,500000000E-1	3,136104685E-1	7,454611089E-2
2,600000000E-1	3,322413135E-1	5,891450717E-2
2,700000000E-1	3,516794273E-1	4,367087874E-2
2,800000000E-1	3,721588719E-1	2,856961804E-2
2,900000000E-1	3,938836759E-1	1,296786662E-2
3,000000000E-1	4,151058556E-1	-1,411263776E-4
3,100000000E-1	4,377180373E-1	-1,376407405E-2
3,200000000E-1	4,612418964E-1	-2,630319503E-2
3,300000000E-1	4,850706576E-1	-3,816273650E-2
3,400000000E-1	5,106267815E-1	-4,862527578E-2
3,500000000E-1	5,363054357E-1	-5,857057195E-2
3,600000000E-1	5,608474498E-1	-6,543398728E-2
3,700000000E-1	5,893660202E-1	-7,390749923E-2
3,800000000E-1	6,172459163E-1	-7,744717130E-2
3,900000000E-1	6,443677004E-1	-8,075577122E-2
4,000000000E-1	6,723050597E-1	-8,272539139E-2
4,100000000E-1	7,002387314E-1	-8,282156141E-2
4,200000000E-1	7,280822661E-1	-8,176914542E-2
4,300000000E-1	7,566581882E-1	-7,846924025E-2
4,400000000E-1	7,837210943E-1	-7,631054540E-2
4,500000000E-1	8,114245266E-1	-7,289118954E-2
4,600000000E-1	8,382410439E-1	-6,756905784E-2
4,700000000E-1	8,655862465E-1	-6,217629085E-2
4,800000000E-1	8,926355376E-1	-5,611940453E-2
4,900000000E-1	9,186683069E-1	-5,013294080E-2
5,000000000E-1	9,453296003E-1	-4,283058556E-2
5,100000000E-1	9,713543895E-1	-3,597376286E-2
5,200000000E-1	9,972035902E-1	-2,832853045E-2
5,300000000E-1	1,022493885E0	-2,092768010E-2
5,400000000E-1	1,048056705E0	-1,346711861E-2
5,500000000E-1	1,072512144E0	-5,811377661E-3
5,600000000E-1	1,097147774E0	1,747732887E-3
5,700000000E-1	1,122222268E0	1,183848037E-2
5,800000000E-1	1,145759897E0	1,823048467E-2
5,900000000E-1	1,169080313E0	2,665060488E-2
6,000000000E-1	1,191520335E0	3,511991066E-2
6,100000000E-1	1,214333435E0	4,355849679E-2
6,200000000E-1	1,237029807E0	5,167108572E-2
